Sample	Area	Household	Season	Individual	Type	Room	Region	Footage	No_Occupant	Under_18	Cleaning_Week	Cooking_Week	Pets	Floor	Latitude	Longitude	Windows_Winter	Windows_Spring	RelativeHumidity_AM_Winter	RelativeHumidity_PM_Winter	Temp_AM_Winter	Temp_PM_Winter	RelativeHumidity_AM_Spring	RelativeHumidity_PM_Spring	Temp_AM_Spring	Temp_PM_Spring	SurfaceTouchFrequency	SurfaceDeposition
TH1BRWINT	Bedroom	Tin Hau	Winter	NA	Air	Bedroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH1KCWINT	Kitchen	Tin Hau	Winter	NA	Air	Kitchen	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH1LRWINT	Living Room	Tin Hau	Winter	NA	Air	Living Room	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH1TLWINT	Toilet	Tin Hau	Winter	NA	Air	Bathroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH2BHBWINT	Bed Headboard	Tin Hau	Winter	NA	Surface	Bedroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	High	Low
TH2BLKWINT	Blanket	Tin Hau	Winter	NA	Surface	Bedroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	High	High
TH2FDSWINT	Fridge Door Seal	Tin Hau	Winter	NA	Surface	Kitchen	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	Low	Low
TH2KVTWINT	Kitchen Ventilator	Tin Hau	Winter	NA	Surface	Kitchen	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	Low	High
TH2RMCWINT	Remote Control	Tin Hau	Winter	NA	Surface	Living Room	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	High	Low
TH2SCRWINT	TV Screen	Tin Hau	Winter	NA	Surface	Living Room	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	Low	High
TH2SWCWINT	Shower Curtain	Tin Hau	Winter	NA	Surface	Bathroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	High	Low
TH2TFBWINT	Toilet Flush Button	Tin Hau	Winter	NA	Surface	Bathroom	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	High	Low
TH3zFOHWINT	Forehead	Tin Hau	Winter	Tin Hau z	Skin	NA	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH3zLFWINT	Left Forearm	Tin Hau	Winter	Tin Hau z	Skin	NA	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH3zLPWINT	Left Palm	Tin Hau	Winter	Tin Hau z	Skin	NA	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH3zRFWINT	Right Forearm	Tin Hau	Winter	Tin Hau z	Skin	NA	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TH3zRPWINT	Right Palm	Tin Hau	Winter	Tin Hau z	Skin	NA	Island	900	1	0	1	3	No Pet	Wood	22.281696	114.19328	Open	Closed	63.2	66	20.9	21	73.8	76.8	25.5	23.5	NA	NA
TK1BRWINT	Bedroom	Tai Koo	Winter	NA	Air	Bedroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK1KCWINT	Kitchen	Tai Koo	Winter	NA	Air	Kitchen	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK1LRWINT	Living Room	Tai Koo	Winter	NA	Air	Living Room	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK1TLWINT	Toilet	Tai Koo	Winter	NA	Air	Bathroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK2BHBWINT	Bed Headboard	Tai Koo	Winter	NA	Surface	Bedroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	High	Low
TK2BLKWINT	Blanket	Tai Koo	Winter	NA	Surface	Bedroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	High	High
TK2FDSWINT	Fridge Door Seal	Tai Koo	Winter	NA	Surface	Kitchen	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	Low	Low
TK2KVTWINT	Kitchen Ventilator	Tai Koo	Winter	NA	Surface	Kitchen	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	Low	High
TK2RMCWINT	Remote Control	Tai Koo	Winter	NA	Surface	Living Room	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	High	Low
TK2SCRWINT	TV Screen	Tai Koo	Winter	NA	Surface	Living Room	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	Low	High
TK2SWCWINT	Shower Curtain	Tai Koo	Winter	NA	Surface	Bathroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	High	Low
TK2TFBWINT	Toilet Flush Button	Tai Koo	Winter	NA	Surface	Bathroom	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	High	Low
TK3XFOHWINT	Forehead	Tai Koo	Winter	Tai Koo x	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3XLFWINT	Left Forearm	Tai Koo	Winter	Tai Koo x	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3XLPWINT	Left Palm	Tai Koo	Winter	Tai Koo x	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3XRFWINT	Right Forearm	Tai Koo	Winter	Tai Koo x	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3XRPWINT	Right Palm	Tai Koo	Winter	Tai Koo x	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3YFOHWINT	Forehead	Tai Koo	Winter	Tai Koo y	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3YLFWINT	Left Forearm	Tai Koo	Winter	Tai Koo y	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3YLPWINT	Left Palm	Tai Koo	Winter	Tai Koo y	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3YRFWINT	Right Forearm	Tai Koo	Winter	Tai Koo y	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3YRPWINT	Right Palm	Tai Koo	Winter	Tai Koo y	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3ZFOHWINT	Forehead	Tai Koo	Winter	Tai Koo z	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3ZLFWINT	Left Forearm	Tai Koo	Winter	Tai Koo z	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3ZLPWINT	Left Palm	Tai Koo	Winter	Tai Koo z	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3ZRFWINT	Right Forearm	Tai Koo	Winter	Tai Koo z	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TK3ZRPWINT	Right Palm	Tai Koo	Winter	Tai Koo z	Skin	NA	Island	627	3	1	2	6	No Pet	Wood	22.28352	114.21366	Open	Open	59.7	60	19.4	20.1	73.6	72.9	26.4	22.7	NA	NA
TMa1BRWINT	Bedroom	Tuen Mun A	Winter	NA	Air	Bedroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa1KCWINT	Kitchen	Tuen Mun A	Winter	NA	Air	Kitchen	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa1LRWINT	Living Room	Tuen Mun A	Winter	NA	Air	Living Room	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa1TLWINT	Toilet	Tuen Mun A	Winter	NA	Air	Bathroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa2BHBWINT	Bed Headboard	Tuen Mun A	Winter	NA	Surface	Bedroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	High	Low
TMa2BLKWINT	Blanket	Tuen Mun A	Winter	NA	Surface	Bedroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	High	High
TMa2FDSWINT	Fridge Door Seal	Tuen Mun A	Winter	NA	Surface	Kitchen	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	Low	Low
TMa2KVTWINT	Kitchen Ventilator	Tuen Mun A	Winter	NA	Surface	Kitchen	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	Low	High
TMa2RMCWINT	Remote Control	Tuen Mun A	Winter	NA	Surface	Living Room	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	High	Low
TMa2SCRWINT	TV Screen	Tuen Mun A	Winter	NA	Surface	Living Room	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	Low	High
TMa2SWCWINT	Shower Curtain	Tuen Mun A	Winter	NA	Surface	Bathroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	High	Low
TMa2TFBWINT	Toilet Flush Button	Tuen Mun A	Winter	NA	Surface	Bathroom	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	High	Low
TMa3xFOHWINT	Forehead	Tuen Mun A	Winter	Tuen Mun A x	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3xLFWINT	Left Forearm	Tuen Mun A	Winter	Tuen Mun A x	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3xLPWINT	Left Palm	Tuen Mun A	Winter	Tuen Mun A x	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3xRFWINT	Right Forearm	Tuen Mun A	Winter	Tuen Mun A x	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3xRPWINT	Right Palm	Tuen Mun A	Winter	Tuen Mun A x	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3yFOHWINT	Forehead	Tuen Mun A	Winter	Tuen Mun A y	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3yLFWINT	Left Forearm	Tuen Mun A	Winter	Tuen Mun A y	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3yLPWINT	Left Palm	Tuen Mun A	Winter	Tuen Mun A y	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3yRFWINT	Right Forearm	Tuen Mun A	Winter	Tuen Mun A y	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3yRPWINT	Right Palm	Tuen Mun A	Winter	Tuen Mun A y	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3ZFOHWINT	Forehead	Tuen Mun A	Winter	Tuen Mun A z	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3zLFWINT	Left Forearm	Tuen Mun A	Winter	Tuen Mun A z	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3zLPWINT	Left Palm	Tuen Mun A	Winter	Tuen Mun A z	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3zRFWINT	Right Forearm	Tuen Mun A	Winter	Tuen Mun A z	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMa3zRPWINT	Right Palm	Tuen Mun A	Winter	Tuen Mun A z	Skin	NA	New Territories	620	3	2	7	21	No Pet	Wood	22.373435	113.990573	Closed	Open	59.2	42.8	21	22.5	77.7	79.2	26.6	26.8	NA	NA
TMb1BRWINT	Bedroom	Tuen Mun B	Winter	NA	Air	Bedroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb1KCWINT	Kitchen	Tuen Mun B	Winter	NA	Air	Kitchen	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb1LRWINT	Living Room	Tuen Mun B	Winter	NA	Air	Living Room	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb1TLWINT	Toilet	Tuen Mun B	Winter	NA	Air	Bathroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb2BHBWINT	Bed Headboard	Tuen Mun B	Winter	NA	Surface	Bedroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	High	Low
TMb2BLKWINT	Blanket	Tuen Mun B	Winter	NA	Surface	Bedroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	High	High
TMb2FDSWINT	Fridge Door Seal	Tuen Mun B	Winter	NA	Surface	Kitchen	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	Low	Low
TMb2KVTWINT	Kitchen Ventilator	Tuen Mun B	Winter	NA	Surface	Kitchen	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	Low	High
TMb2RMCWINT	Remote Control	Tuen Mun B	Winter	NA	Surface	Living Room	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	High	Low
TMb2SCRWINT	TV Screen	Tuen Mun B	Winter	NA	Surface	Living Room	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	Low	High
TMb2SWCWINT	Shower Curtain	Tuen Mun B	Winter	NA	Surface	Bathroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	High	Low
TMb2TFBWINT	Toilet Flush Button	Tuen Mun B	Winter	NA	Surface	Bathroom	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	High	Low
TMb3wFOHWINT	Forehead	Tuen Mun B	Winter	Tuen Mun B w	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3wLFWINT	Left Forearm	Tuen Mun B	Winter	Tuen Mun B w	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3wLPWINT	Left Palm	Tuen Mun B	Winter	Tuen Mun B w	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3wRFWINT	Right Forearm	Tuen Mun B	Winter	Tuen Mun B w	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3wRPWINT	Right Palm	Tuen Mun B	Winter	Tuen Mun B w	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3xFOHWINT	Forehead	Tuen Mun B	Winter	Tuen Mun B x	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3xLFWINT	Left Forearm	Tuen Mun B	Winter	Tuen Mun B x	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3xLPWINT	Left Palm	Tuen Mun B	Winter	Tuen Mun B x	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3xRFWINT	Right Forearm	Tuen Mun B	Winter	Tuen Mun B x	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3xRPWINT	Right Palm	Tuen Mun B	Winter	Tuen Mun B x	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3yFOHWINT	Forehead	Tuen Mun B	Winter	Tuen Mun B y	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3yLFWINT	Left Forearm	Tuen Mun B	Winter	Tuen Mun B y	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3yLPWINT	Left Palm	Tuen Mun B	Winter	Tuen Mun B y	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3yRFWINT	Right Forearm	Tuen Mun B	Winter	Tuen Mun B y	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TMb3yRPWINT	Right Palm	Tuen Mun B	Winter	Tuen Mun B y	Skin	NA	New Territories	650	4	0	2	7	No Pet	Wood	22.385616	113.98039	Open	Open	46.7	43.2	19	20.1	65.8	67.6	27.8	28.9	NA	NA
TY1BRWINT	Bedroom	Tsing Yi	Winter	NA	Air	Bedroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY1KCWINT	Kitchen	Tsing Yi	Winter	NA	Air	Kitchen	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY1LRWINT	Living Room	Tsing Yi	Winter	NA	Air	Living Room	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY1TLWINT	Toilet	Tsing Yi	Winter	NA	Air	Bathroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY2BHBWINT	Bed Headboard	Tsing Yi	Winter	NA	Surface	Bedroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	High	Low
TY2BLKWINT	Blanket	Tsing Yi	Winter	NA	Surface	Bedroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	High	High
TY2FDSWINT	Fridge Door Seal	Tsing Yi	Winter	NA	Surface	Kitchen	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	Low	Low
TY2KVTWINT	Kitchen Ventilator	Tsing Yi	Winter	NA	Surface	Kitchen	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	Low	High
TY2RMCWINT	Remote Control	Tsing Yi	Winter	NA	Surface	Living Room	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	High	Low
TY2SCRWINT	TV Screen	Tsing Yi	Winter	NA	Surface	Living Room	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	Low	High
TY2SWCWINT	Shower Curtain	Tsing Yi	Winter	NA	Surface	Bathroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	High	Low
TY2TFBWINT	Toilet Flush Button	Tsing Yi	Winter	NA	Surface	Bathroom	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	High	Low
TY3wFOHWINT	Forehead	Tsing Yi	Winter	Tsing Yi w	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3wLFWINT	Left Forearm	Tsing Yi	Winter	Tsing Yi w	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3wLPWINT	Left Palm	Tsing Yi	Winter	Tsing Yi w	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3wRFWINT	Right Forearm	Tsing Yi	Winter	Tsing Yi w	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3wRPWINT	Right Palm	Tsing Yi	Winter	Tsing Yi w	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3xFOHWINT	Forehead	Tsing Yi	Winter	Tsing Yi x	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
